title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,lower_wage,upper_wage,type,converted_yearly_lower,converted_yearly_upper,job_level
STAFF001467 Staff Research Associate III (Data Scientist),Northern California Institute for Research and Education,"San Francisco, CA 94121",2024-10-03,"Develop efficient data cleaning and preprocessing pipelines to handle diverse data types and ensure data integrity. 3+ years of experience in data analysis, machine learning, or biostatistics.","Job types: Full-time
Shifts: Day shift
Benefits: Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Flexible schedule, Life insurance, Retirement plan
Job types cc: Full-time
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=74a8af89d03f3764,IndeedScraperUSAEng_74a8af89d03f3764,IndeedScraperUSAEng,Data,USA_ENGLISH,$66560 - $93060.24 yearly,UNKNOWN, CA 94121,CA,San Francisco,,,,,,Senior-Level
Senior Project Manager - Data Center Construction,Scott Humphrey Corporation,United States,2024-11-04,"National, Regional and Local travel opportunities available. Project Management: Lead the entire project lifecycle, from pre-construction to closeout, ensuring successful project delivery.","Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Paid time off, Cell phone reimbursement, Vision insurance, 401(k) matching, Employee stock ownership plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=20e7867c1b459833,IndeedScraperUSAEng_20e7867c1b459833,IndeedScraperUSAEng,Data,USA_ENGLISH,$110000 - $185000 yearly,UNKNOWN,,,United States,,,,,,Senior-Level
Business Analyst,CapB InfoteK,"Philadelphia, PA",2024-10-20,"CapB is a global leader on IT Solutions and Managed Services. Our R&D is focused on providing cutting edge products and solutions across Digital Transformations from Cloud, AI/ML, IOT, Blockchain to…",,https://www.indeed.com/m/viewjob?jk=ba4e7cbcaeae99ed,IndeedScraperUSAEng_ba4e7cbcaeae99ed,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA,PA,Philadelphia,,,,,,Senior-Level
"Manager, Data Visualization (Hybrid)",Arch Capital Group Ltd.,"Jersey City, NJ",2024-10-03,Build data models sourcing data from various data sources viz. Ability to writing complex SQL queries to pull the data into visualization tool and for querying data for analysis purpose.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6b1ed57e8af2707b,IndeedScraperUSAEng_6b1ed57e8af2707b,IndeedScraperUSAEng,Data,USA_ENGLISH,$135000 - $175000 yearly,UNKNOWN, NJ,NJ,Jersey City,,,,,,Senior-Level
Senior Data Scientist,Apple,"Cupertino, CA",2024-10-27,"Summary Posted: Aug 26, 2024 Weekly Hours: 40 Role Number:200556588 The AI/ML Integration and Delivery team is looking for a experiencedData Scientist. Our organization specializes in CI/CD and…","Job types: Full-time
Benefits: Employee stock purchase plan, Health insurance, Dental insurance, RSU, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=05da0cea5442ac54,IndeedScraperUSAEng_05da0cea5442ac54,IndeedScraperUSAEng,Data,USA_ENGLISH,$207800 - $312200 yearly,UNKNOWN, CA,CA,Cupertino,,,,,,Senior-Level
Pharmacy Technician- Data Entry,Southern Pharmacy Services Winston-Salem,"Kernersville, NC",2024-10-09,"Maintain data entry records for cycle medication, fill requests and process cycle medication orders needing renewal in addition to new cycle orders as applicable. Paid holidays and sick days.","Job types: Full-time
Benefits: Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Employee assistance program, Vision insurance
Job types cc: Full-time
Schedules: Overtime, Weekends as needed, Monday to Friday",https://www.indeed.com/m/viewjob?jk=781cd309d285d38f,IndeedScraperUSAEng_781cd309d285d38f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC,NC,Kernersville,,,,,,Entry-Level
Data Reporting and Analytics Consultant III - SQL,Kaiser Permanente,"Oakland, CA",2024-11-19,Prepares data for analytic efforts by consolidating data; reviewing data for quality and accuracy; profiling data inaccuracies; and cleaning and creating final data set(s) for analysis.,"Job types: Full-time
Shifts: Day shift
Job types cc: Full-time
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=e20d251e4ee7fdf4,IndeedScraperUSAEng_e20d251e4ee7fdf4,IndeedScraperUSAEng,Data,USA_ENGLISH,$99200 - $128370 yearly,UNKNOWN, CA,CA,Oakland,,,,,,Senior-Level
SAP Data Architect Senior Consultant,Deloitte,"Raleigh, NC 27601",2024-10-09,"Industry-leading clients. An award-winning culture. Top notch connections. Big opportunities. From learning to leadership, this is your chance to take your career to the next level. Deloitte can…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6d5058d86f6caf15,IndeedScraperUSAEng_6d5058d86f6caf15,IndeedScraperUSAEng,Data,USA_ENGLISH,$113325 - $188875 yearly,UNKNOWN, NC 27601,NC,Raleigh,,,,,,Senior-Level
Data Center IT Infrastructure Technician,"NTT Global Data Centers Americas, Inc.","Sacramento, CA 95834",2024-11-07,Previous experience working in a complex high availability data center environment is preferred. 3-5 years of data center environment or help desk experience is required.,"Job types: Full-time
Shifts: Rotating shift
Benefits: Disability insurance, Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance
Job types cc: Full-time
Schedules: Rotating shift",https://www.indeed.com/m/viewjob?jk=50be61e8cfeefaf8,IndeedScraperUSAEng_50be61e8cfeefaf8,IndeedScraperUSAEng,Data,USA_ENGLISH,$28.8 - $34.7 hourly,UNKNOWN, CA 95834,CA,Sacramento,,,,,,Entry-Level
People Data Analyst - PowerBI,PDS Health,"Irving, TX 75063",2024-10-05,"Ensures the integrity of talent data through correcting wrong or inaccurate data, identifying missing data, and converting data from one type to another. Now is the time to join PDS Health.","Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=da4cc722d30f07f6,IndeedScraperUSAEng_da4cc722d30f07f6,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75063,TX,Irving,,,,,,Mid-Level
Product Analyst,Aura,"New York, NY",2024-10-29,"Uncover data-driven insights that highlight new product opportunities for the business. As a customer-focused, data-obsessed product analyst, you will identify actionable, data-driven insights that…","Job types: Part-time, Full-time
Benefits: Stock options, Health insurance, 401(k) matching
Job types cc: Part-time, Full-time",https://www.indeed.com/m/viewjob?jk=7059c5e3d900ec92,IndeedScraperUSAEng_7059c5e3d900ec92,IndeedScraperUSAEng,Data,USA_ENGLISH,$130000 - $130000 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
Clinical Data Management Quality Associate II,Iovance Biotherapeutics Inc,"San Carlos, CA",2024-11-02,Overview The Clinical Data Management Quality Associate II position provides validation and UAT support for Clinical Data Management activities across studies. This position will lead and…,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=69c2bd8e9cb9d962,IndeedScraperUSAEng_69c2bd8e9cb9d962,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, CA,CA,San Carlos,,,,,,Senior-Level
Senior Business Analyst,"KAI Partners, Inc.","New York, NY",2024-10-30,"Comfortable presenting data to clients. Investigate, examine, and analyze relevant business intelligence or trend data to support recommendations for action. Perform other duties, as assigned.",,https://www.indeed.com/m/viewjob?jk=85d356a462f63ef1,IndeedScraperUSAEng_85d356a462f63ef1,IndeedScraperUSAEng,Data,USA_ENGLISH,$85000 - $120000 yearly,UNKNOWN, NY,NY,New York,,,,,,Senior-Level
2025 | Americas | Dallas Metro Area | Compliance | Summer Analyst,Goldman Sachs,"Dallas, TX 75201",2024-10-22,Our Summer Analyst Program is a nine to ten week summer internship for students pursuing a bachelors / graduate degree. You will be fully immersed in our day-to-day activities.,"Job types: Internship
Job types cc: Seasonal, Internship",https://www.indeed.com/m/viewjob?jk=675bfd7b560a5b76,IndeedScraperUSAEng_675bfd7b560a5b76,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75201,TX,Dallas,,,,,,Mid-Level
Big Data Infrastructure Engineer,Zoom,"San Jose, CA 95113",2024-11-13,You will provide solutions for building large-scale data processing platforms as well. We are looking for a Big Data Infrastructure Engineer with automation skills to design and implement smooth…,"Job types: Full-time
Remote: Hybrid work
Benefits: Opportunities for advancement
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ee1eba7efdfbcba4,IndeedScraperUSAEng_ee1eba7efdfbcba4,IndeedScraperUSAEng,Data,USA_ENGLISH,$118600 - $259500 yearly,TEMPORARILY_REMOTE, CA 95113,CA,San Jose,,,,,,Mid-Level
CNC Manufacturing Data Analyst,Consolidated Machine & Tool,"Cinnaminson, NJ 08077",2024-11-14,"Develop dashboards and visual reports using data visualization tools to present key metrics, process improvements, and real-time data insights to cross-functional teams and senior management.","Job types: Full-time
Benefits: AD&D insurance, Paid holidays, Disability insurance, Dental insurance, Vision insurance, 401(k) matching
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=eb59e83a9714a4d3,IndeedScraperUSAEng_eb59e83a9714a4d3,IndeedScraperUSAEng,Data,USA_ENGLISH,$85000 - $110000 yearly,UNKNOWN, NJ 08077,NJ,Cinnaminson,,,,,,Senior-Level
Associate Director of Data Products - Shared Data Platform,OneMain Financial,"Irving, TX 75062",2024-10-09,"Lead and Manage the Team: Oversee a team of data analysts and data product managers, ensuring they are empowered to deliver on the organization’s data vision. Up to 4% matching 401(k).","Job types: Full-time
Benefits: Employee stock purchase plan, Paid holidays, Health insurance, Tuition reimbursement, Paid time off, 401(k) 4% Match, 401(k) matching
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=dcd4dd3ed717f6b5,IndeedScraperUSAEng_dcd4dd3ed717f6b5,IndeedScraperUSAEng,Data,USA_ENGLISH,$140000 - $170000 yearly,UNKNOWN, TX 75062,TX,Irving,,,,,,Senior-Level
Snowflake Data Engineer/Architect,interaslabs,"New York, NY 10036",2024-11-06,"Ensure data quality, integrity, and security by developing data validation rules, data cleansing processes, and data access controls. Collaborate with data analysts and business stakeholders to…","Job types: Contract
Benefits: Health insurance, Paid time off, Flexible schedule, Life insurance
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=1a3fa2bca2b25c66,IndeedScraperUSAEng_1a3fa2bca2b25c66,IndeedScraperUSAEng,Data,USA_ENGLISH,$85 - $90 hourly,UNKNOWN, NY 10036,NY,New York,,,,,,Mid-Level
"Technical Program Manager, Data Center Supply Planning",Google,"Sunnyvale, CA",2024-11-13,"5 years of experience working with data models, including mixed integer programming and Monte Carlo scenarios. Bachelor's degree in a technical field, or equivalent practical experience.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=dfa37a923d8f8fa3,IndeedScraperUSAEng_dfa37a923d8f8fa3,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,Sunnyvale,,,,,,Senior-Level
Senior Data Engineer,Varsity Brands,"Farmers Branch, TX",2024-10-05,Experience standing up data pipelines from Google Analytics 4 data is a plus. Working with data modelers and analysts to identify and prioritize data sourcing gaps. 401(k) plan with company matching.,"Job types: Full-time
Remote: Hybrid work
Benefits: Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Flexible spending account, 401(k) matching
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=d0401b5fe59ab200,IndeedScraperUSAEng_d0401b5fe59ab200,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, TX,TX,Farmers Branch,,,,,,Senior-Level
Revenue Integrity Specialist - Data Mgmt,Penn Medicine,"Philadelphia, PA 19102",2024-10-13,"Support department leadership in maintaining a high level of charge data integrity. Penn Medicine is dedicated to our tripartite mission of providing the highest level of care to patients, conducting…","Job types: Full-time
Benefits: Tuition reimbursement
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0d3a6a3d0cd73f14,IndeedScraperUSAEng_0d3a6a3d0cd73f14,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA 19102,PA,Philadelphia,,,,,,Senior-Level
Data Analyst,Mars United Commerce,"Stamford, CT 06901",2024-11-05,Extract data and load into Marilyn technology; Manage data files within the Marilyn technology. Creating and maintaining data file tracking system. Perform data hygiene and recoding as necessary.,"Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Paid time off, Parental leave, Employee assistance program
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2e4e43bcda3662ae,IndeedScraperUSAEng_2e4e43bcda3662ae,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, CT 06901,CT,Stamford,,,,,,Mid-Level
Senior Cloud Engineer - DBA,Pearson,"Durham, NC 27722",2024-10-09,"As an SRE, you will work alongside software engineering, rapid response, and incident management teams to create highly redundant and scalable systems in the AWS and Azure clouds.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=86f7132c078e5831,IndeedScraperUSAEng_86f7132c078e5831,IndeedScraperUSAEng,Data,USA_ENGLISH,$120000 - $140000 yearly,UNKNOWN, NC 27722,NC,Durham,,,,,,Senior-Level
Postdoctoral Research Associate – Machine Learning,Brookhaven National Laboratory,"Upton, NY 11973",2024-10-09,"Access to these platforms will allow computing at scale, and together with access to unique data sources, will ensure that the successful candidate has the necessary resources to solve challenging DOE…",,https://www.indeed.com/m/viewjob?jk=b4c17c2303b19dad,IndeedScraperUSAEng_b4c17c2303b19dad,IndeedScraperUSAEng,Data,USA_ENGLISH,$70200 - $116200 yearly,UNKNOWN, NY 11973,NY,Upton,,,,,,Mid-Level
"Data Analyst, Business Intelligence",Ground Up International,"New York, NY 10018",2024-10-20,"The ideal candidate will have a strong aptitude for data management, proficiency in data analysis tools and techniques, and a passion for leveraging data to drive business outcomes.","Job types: Full-time
Benefits: Paid holidays, Health insurance, Dental insurance, 401(k), Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=fa0f75e6f4a0c6a9,IndeedScraperUSAEng_fa0f75e6f4a0c6a9,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NY 10018,NY,New York,,,,,,Mid-Level
AI Engineer,Sonatus,"Sunnyvale, CA",2024-10-23,Perform data analysis and offer insights to inform business decisions across multiple domains. Stay current with industry trends and advancements in data science and AI technologies.,"Job types: Full-time
Remote: Hybrid work
Benefits: Internet reimbursement, AD&D insurance, Health insurance, Unlimited paid time off, Dental insurance, 401(k), Flexible spending account, Vision insurance, Gym membership, Life insurance, Referral program
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=832284d85cf89e37,IndeedScraperUSAEng_832284d85cf89e37,IndeedScraperUSAEng,Data,USA_ENGLISH,$176000 - $300000 yearly,TEMPORARILY_REMOTE, CA,CA,Sunnyvale,,,,,,Mid-Level
Data & Reporting Analyst,ECi Software Solutions,"Fort Worth, TX",2024-10-05,"For more than 30 years, ECI Software Solutions has been providing industry-specific, cloud-based business management software and services to small and medium-sized businesses. With divisions…","Job types: Full-time
Remote: Remote
Benefits: Paid time off, Volunteer time off
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=87296d1e6feebebd,IndeedScraperUSAEng_87296d1e6feebebd,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Fort Worth,,,,,,Mid-Level
